"id","betweenness","closeness","clustering_coefficient","degree","eccentricity","eigenvector","harmonic_closeness","id_community","id_user","indegree","interactions","modularity_class","outdegree","page_rank","strongly_component","weakly_component","id_graph_analysis_context","class","class2"
"238,185","2,571.6973589243",0.2945604048,0.2279411703,21,7,0.0062819175,0.3101685123,2,"7,651",6,29,25,15,0.0000820243,"1,057",0,83,top_5_10,outstanding
"238,936","22,331.5832268048",0.2912263148,0.1619047672,17,7,0.0273413049,0.3042772273,2,"8,584",10,38,17,7,0.0002317266,"1,057",0,83,top_5_10,outstanding
"239,396","2,420.2925502783",0.3073927393,0.4175824225,18,6,0.0195261937,0.3256531386,2,"25,585",5,22,0,13,0.0001734748,"1,057",0,83,top_5_10,outstanding
"242,604","3,566.3045587708",0.3089425501,0.2222222239,20,7,0.0229335614,0.3263816886,2,"13,815",9,22,17,11,0.0001232116,"1,057",0,83,top_5_10,outstanding
"235,075",0,0.3453925421,0.2279202342,27,6,0,0.3683587322,2,"16,866",0,40,22,27,0.0000219181,"1,165",0,83,top_5_10,outstanding
"243,136","4,224.6283509675",0.3059387728,0.1168091148,29,7,0.0284074699,0.3214485107,2,"14,897",23,37,18,6,0.0003485254,"1,057",0,83,top_5_10,outstanding
"234,879","16,437.700133792",0.319169351,0.2727272809,26,6,0.0121098838,0.3382613986,2,"16,408",5,39,22,21,0.0001000158,"1,057",0,83,top_5_10,outstanding
"241,814",34.5222936167,0.2657801621,0,3,7,0.004027334,0.2757922022,2,"12,240",2,5,35,1,0.0000544989,"1,057",0,83,top_5_10,outstanding
"240,577","1,106.0074535168",0.3034667014,0.3818181753,12,7,0.0163394698,0.3191345338,2,"10,733",5,13,22,7,0.0001206317,"1,057",0,83,top_5_10,outstanding
"238,656","16,428.8937047028",0.3195197256,0.4779411852,19,7,0.0354980917,0.3383692751,2,"8,280",4,41,25,15,0.0001367132,"1,057",0,83,top_5_10,outstanding
"241,210","61,043.5397635127",0.3590040086,0.3182346225,47,6,0.0812961559,0.3844177224,2,"11,496",15,119,17,32,0.000312566,"1,057",0,83,top_5_10,outstanding
"241,406","5,278.9413098171",0.2895604054,0.1666666716,22,7,0.0280716859,0.3042235447,2,"28,128",16,35,0,6,0.0002868027,"1,057",0,83,top_5_10,outstanding
"238,518","12,508.9891059118",0.3186670316,0.3529411852,21,6,0.0273225238,0.3372378498,2,"8,089",6,47,35,15,0.0001356196,"1,057",0,83,top_5_10,outstanding
"241,222","16,104.8443652641",0.3239877557,0.2095238119,16,6,0.0016226543,0.3425667454,2,"11,507",4,27,25,12,0.0000634981,"1,057",0,83,top_5_10,outstanding
"243,284","15,455.5904415557",0.3091065976,0.3106060624,14,6,0.002911166,0.3252916756,2,"15,201",2,22,22,12,0.0000578397,"1,057",0,83,top_5_10,outstanding
"238,061","22,270.1441646562",0.3028155277,0.1428571492,10,7,0.0093238299,0.3185225518,2,"7,503",2,10,20,8,0.0000598369,"1,057",0,83,top_5_10,outstanding
"238,682",666.5800279671,0.3263947295,0.3846153915,15,6,0.0094867213,0.3454870804,2,"8,311",2,15,26,13,0.0000440278,"1,057",0,83,top_5_10,outstanding
"243,046",204.2765765657,0.2884127082,0.1527777761,9,6,0.0115772997,0.302512347,2,"14,696",7,9,22,2,0.0001035161,"1,057",0,83,top_5_10,outstanding
"237,865",36.5076881122,0.2994470165,0.553571403,11,7,0.0116699863,0.3144380707,2,"7,261",4,22,25,7,0.0000604561,"1,057",0,83,top_5_10,outstanding
"237,445",7.4391610711,0.2494242408,0,3,7,0.0010146528,0.2582027056,2,"6,735",2,3,25,1,0.0000311401,"1,057",0,83,top_5_10,outstanding
"238,258",594.4539668433,0.2918834221,0.1818181872,12,7,0.0026591275,0.3047762201,2,"7,754",5,30,25,7,0.0000549365,"1,057",0,83,top_5_10,outstanding
"235,030",842.9797855103,0.308043392,0.349999994,6,6,0.0069039479,0.3249051607,2,"16,783",1,9,22,5,0.0000707504,"1,057",0,83,top_5_10,outstanding
