"id_user","entropy","layer_1","layer_2","layer_3","layer_4","class","class2"
"30,627",0,0,0,2,2,top_5_10,outstanding
"30,628",6.7502271398,57,18,40,11,top_5,outstanding
"30,629",4.8143637438,7,3,13,3,top_5,outstanding
"30,631",0.6931471806,1,0,2,0,ordinary,ordinary
"30,633",0,0,0,1,0,ordinary,ordinary
"30,635",4.7092961022,10,6,12,21,top_5,outstanding
"30,636",9.0963358268,110,22,122,20,top_5,outstanding
"30,637",1.3321790402,0,0,10,0,top_10_15,outstanding
"30,638",4.4373289402,21,23,17,2,top_5,outstanding
"30,640",0,1,0,1,0,top_10_15,outstanding
"30,645",0,1,1,0,0,ordinary,ordinary
"30,646",0,0,0,2,0,ordinary,ordinary
"30,647",0,1,1,0,0,ordinary,ordinary
"30,649",0.6931471806,0,4,8,0,top_10_15,outstanding
"30,650",4.7897991251,4,10,30,2,top_5_10,outstanding
"30,651",0,0,1,1,0,ordinary,ordinary
"30,653",1.3208883431,8,2,1,0,ordinary,ordinary
"30,658",7.0550900227,76,50,65,7,top_5,outstanding
"30,659",0.5623351446,0,8,3,0,ordinary,ordinary
"30,662",0,1,1,1,0,ordinary,ordinary
"30,663",0.6931471806,0,0,4,0,ordinary,ordinary
"30,665",1.5481412282,3,0,54,5,top_5_10,outstanding
"30,666",0,4,4,0,0,ordinary,ordinary
"30,667",1.3296613489,3,0,0,2,ordinary,ordinary
"30,668",0,1,1,0,0,top_10_15,outstanding
"30,671",0,1,1,0,0,ordinary,ordinary
"30,672",0,1,0,1,0,ordinary,ordinary
"30,673",2.203091786,7,1,4,3,top_10_15,outstanding
"30,674",0,0,0,1,0,ordinary,ordinary
"30,675",0.6931471806,1,0,2,0,ordinary,ordinary
"30,676",0.6931471806,0,0,4,0,ordinary,ordinary
"30,678",0.9075352941,7,7,11,0,ordinary,ordinary
"30,682",6.1898889033,15,2,20,3,ordinary,ordinary
"30,685",3.1009233686,2,1,14,5,top_10_15,outstanding
"30,687",4.4189732629,15,2,11,7,top_5,outstanding
"30,692",0,3,0,3,3,ordinary,ordinary
"30,693",0,2,0,0,2,ordinary,ordinary
"30,696",0,1,1,1,0,ordinary,ordinary
"30,697",0,0,0,1,0,ordinary,ordinary
"30,699",0,0,0,1,0,ordinary,ordinary
"30,700",0.6931471806,8,0,16,0,ordinary,ordinary
"30,701",6.3523779173,31,4,23,11,top_5,outstanding
"30,703",0,0,0,2,0,ordinary,ordinary
"30,706",6.3259732773,61,7,39,21,top_5,outstanding
"30,707",1.0397207708,4,0,1,0,ordinary,ordinary
"30,713",0,0,1,1,0,ordinary,ordinary
"30,714",1.0986122887,6,0,0,0,ordinary,ordinary
"30,717",0,0,0,1,1,ordinary,ordinary
"30,719",0.6931471806,2,2,1,0,ordinary,ordinary
"30,724",0.9502705392,4,0,5,0,ordinary,ordinary
"30,727",0,0,0,0,1,ordinary,ordinary
"30,728",0.6931471806,0,0,0,2,ordinary,ordinary
"30,730",1.2398295491,34,2,8,10,ordinary,ordinary
"30,731",1.2424533249,0,3,6,0,ordinary,ordinary
"30,732",0.6931471806,1,0,2,0,ordinary,ordinary
"30,733",0.6931471806,1,0,2,0,ordinary,ordinary
"30,734",3.0829230665,9,7,1,2,top_5_10,outstanding
"30,737",0,0,4,3,0,ordinary,ordinary
"30,740",4.4065975749,10,7,10,0,top_5,outstanding
"30,741",1.0986122887,6,0,0,0,ordinary,ordinary
"30,742",0,1,0,0,1,ordinary,ordinary
"30,743",0.6931471806,1,0,2,0,ordinary,ordinary
"30,744",0,2,0,2,0,ordinary,ordinary
"30,745",0,0,0,0,2,top_10_15,outstanding
"30,747",0,2,0,0,2,ordinary,ordinary
"30,750",0.6931471806,0,1,2,1,ordinary,ordinary
"30,751",0,3,0,0,3,ordinary,ordinary
"30,753",0.6931471806,2,0,4,0,ordinary,ordinary
"30,757",0.6931471806,2,0,0,0,ordinary,ordinary
"30,758",0,0,0,1,0,ordinary,ordinary
"30,763",1.3296613489,0,1,3,4,top_10_15,outstanding
"30,764",0.6931471806,12,0,6,0,ordinary,ordinary
"30,766",0,1,1,1,0,ordinary,ordinary
"30,771",0.6931471806,4,0,2,0,ordinary,ordinary
"30,772",0.5982695886,5,7,3,2,ordinary,ordinary
"30,773",0,1,0,1,0,ordinary,ordinary
"30,776",0.6931471806,2,2,0,2,top_10_15,outstanding
"30,778",0.6931471806,2,0,0,0,ordinary,ordinary
"30,783",0.4101163183,7,8,7,1,top_10_15,outstanding
"30,785",0,1,0,1,1,top_10_15,outstanding
"30,788",0,3,0,3,0,ordinary,ordinary
"30,790",0.6931471806,2,0,0,1,ordinary,ordinary
"30,792",0.6931471806,0,2,4,0,ordinary,ordinary
"30,794",0,1,0,1,0,ordinary,ordinary
"30,795",0,1,1,0,0,ordinary,ordinary
"30,797",0,0,0,2,2,ordinary,ordinary
"30,798",4.4719632017,15,4,9,3,top_5,outstanding
"30,801",2.8930860833,19,3,8,0,top_5,outstanding
"30,802",5.2790247597,9,6,14,7,top_5_10,outstanding
"30,803",0,0,0,2,0,ordinary,ordinary
"30,804",8.7907644367,96,42,86,12,top_5,outstanding
"30,805",0,0,0,1,0,ordinary,ordinary
"30,807",0.6931471806,2,0,4,0,ordinary,ordinary
"30,811",0.6931471806,2,0,1,0,top_5_10,outstanding
"30,812",0.6931471806,18,0,0,0,ordinary,ordinary
"30,813",0.6931471806,0,1,2,0,ordinary,ordinary
"30,814",0.6931471806,0,3,2,0,top_10_15,outstanding
"30,815",0,0,1,0,1,ordinary,ordinary
"30,816",0,0,1,1,0,top_10_15,outstanding
"30,817",0.6931471806,2,0,4,0,ordinary,ordinary
"30,818",0,0,0,0,1,ordinary,ordinary
"30,820",0.6931471806,0,0,1,2,ordinary,ordinary
"30,822",0,0,4,4,0,ordinary,ordinary
"30,823",0.6931471806,2,0,0,4,ordinary,ordinary
"30,828",0,0,0,1,0,ordinary,ordinary
"30,829",1.0986122887,0,0,3,1,top_10_15,outstanding
"30,830",1.3559197717,6,7,5,3,top_10_15,outstanding
"30,832",0.6931471806,4,0,0,0,ordinary,ordinary
"30,833",8.8438045837,31,11,39,24,top_5,outstanding
"30,836",0.6931471806,1,0,2,0,ordinary,ordinary
"30,838",1.3296613489,3,0,2,0,ordinary,ordinary
"30,840",4.2042757946,11,7,8,0,top_5_10,outstanding
"30,846",0,1,0,1,1,ordinary,ordinary
"30,847",2.8522381579,24,0,10,0,ordinary,ordinary
"30,848",0,0,1,1,0,ordinary,ordinary
"30,849",0,0,1,1,1,ordinary,ordinary
"30,850",11.1485596404,204,116,274,76,top_5,outstanding
"30,851",2.0449311748,7,2,2,1,top_10_15,outstanding
"30,854",0,1,1,0,0,ordinary,ordinary
"30,855",2.7633103163,12,3,6,2,top_10_15,outstanding
"30,856",1.2554823252,4,0,3,2,top_5_10,outstanding
"30,858",0,1,1,1,0,ordinary,ordinary
"30,859",0,1,1,0,0,ordinary,ordinary
"30,863",3.8693367268,8,3,11,0,top_5,outstanding
"30,864",0,0,2,0,2,top_10_15,outstanding
"30,865",1.0986122887,3,1,0,0,ordinary,ordinary
"30,867",0,0,0,0,1,ordinary,ordinary
"30,873",0.6931471806,0,0,0,2,ordinary,ordinary
"30,874",1.3862943611,2,1,2,0,ordinary,ordinary
"30,876",0,2,0,2,0,ordinary,ordinary
"30,880",0,1,0,1,0,ordinary,ordinary
"30,881",0.6931471806,2,0,1,0,ordinary,ordinary
"30,884",0.6931471806,0,0,4,2,ordinary,ordinary
"30,886",0,0,0,0,2,top_10_15,outstanding
"30,888",0.6931471806,0,0,2,0,ordinary,ordinary
"30,890",0,0,0,1,0,ordinary,ordinary
"30,891",0,1,0,0,1,ordinary,ordinary
"30,893",0.6931471806,1,0,2,0,ordinary,ordinary
"30,894",0.6931471806,0,1,2,0,ordinary,ordinary
"30,895",1.7478680975,1,0,7,0,ordinary,ordinary
"30,896",0,3,0,0,0,ordinary,ordinary
"30,898",0,0,1,0,0,ordinary,ordinary
"30,899",0,0,1,0,0,ordinary,ordinary
"30,900",0,1,1,1,0,ordinary,ordinary
"30,901",0,2,0,0,0,ordinary,ordinary
"30,902",1.0986122887,3,0,0,0,ordinary,ordinary
"30,904",1.0986122887,3,0,0,0,ordinary,ordinary
"30,905",0.6931471806,1,16,8,0,top_5_10,outstanding
"30,906",0,0,2,2,2,ordinary,ordinary
"30,907",1.0397207708,4,0,1,1,ordinary,ordinary
"30,908",0.5623351446,1,1,4,3,ordinary,ordinary
"30,909",0,1,0,1,0,ordinary,ordinary
"30,912",0,2,2,0,0,ordinary,ordinary
"30,913",0,2,2,0,0,ordinary,ordinary
"30,917",9.0615560806,215,33,374,52,top_5,outstanding
"30,918",0,0,0,1,0,ordinary,ordinary
"30,923",1.2730283366,9,0,0,0,top_10_15,outstanding
"30,924",4.1822963034,8,7,6,3,top_10_15,outstanding
"30,925",0,2,2,0,0,ordinary,ordinary
"30,929",0.6931471806,2,1,2,2,ordinary,ordinary
"30,931",0,2,0,2,0,ordinary,ordinary
"30,934",0,0,1,1,0,ordinary,ordinary
"30,939",1.3862943611,0,1,2,2,ordinary,ordinary
"30,940",1.7045514453,4,0,6,1,ordinary,ordinary
"30,941",0,1,1,0,0,ordinary,ordinary
"30,942",1.0986122887,4,0,6,0,top_10_15,outstanding
"30,943",0,1,0,0,0,ordinary,ordinary
"30,945",2.0228085294,3,0,6,4,top_10_15,outstanding
"30,946",0.6931471806,2,1,1,0,ordinary,ordinary
"30,948",1.3862943611,2,0,2,1,top_10_15,outstanding
"30,949",2.8047780231,10,2,2,0,top_5_10,outstanding
"30,950",0,0,2,2,0,ordinary,ordinary
"30,951",0,1,0,0,1,ordinary,ordinary
"30,953",0.6931471806,2,0,1,0,ordinary,ordinary
"30,955",1.0986122887,1,0,3,0,ordinary,ordinary
"30,956",1.3862943611,0,0,4,0,ordinary,ordinary
"30,957",0,0,1,0,1,ordinary,ordinary
"30,958",0.6931471806,2,0,0,0,ordinary,ordinary
"30,960",0.6931471806,8,0,4,0,ordinary,ordinary
"30,963",1.0986122887,0,0,3,0,ordinary,ordinary
"30,964",0.6931471806,0,0,4,0,ordinary,ordinary
"30,966",3.7708016153,7,8,17,2,top_5_10,outstanding
"30,967",0,1,1,1,0,ordinary,ordinary
"30,969",3.609576939,8,4,3,2,top_5_10,outstanding
"30,970",0,1,0,1,0,ordinary,ordinary
"30,971",0.6931471806,2,0,0,0,ordinary,ordinary
"30,973",1.3296613489,1,0,6,0,ordinary,ordinary
"30,974",0,0,0,0,1,ordinary,ordinary
"30,975",0,2,2,0,0,ordinary,ordinary
"30,976",2.4849066498,2,1,6,1,top_10_15,outstanding
"30,977",0.6931471806,2,0,0,0,ordinary,ordinary
"30,978",0.6931471806,2,0,0,0,ordinary,ordinary
"30,979",0,3,0,3,0,ordinary,ordinary
"30,980",0,1,1,1,0,ordinary,ordinary
"30,982",2.3693821197,2,3,4,0,top_5_10,outstanding
"30,983",0,1,0,1,0,ordinary,ordinary
"30,984",0,2,0,2,0,ordinary,ordinary
"30,988",8.036036534,26,15,45,6,top_5,outstanding
"30,990",0,0,0,1,0,ordinary,ordinary
"30,991",0,0,4,0,0,ordinary,ordinary
"30,992",0,1,0,1,0,ordinary,ordinary
"30,993",0.6931471806,1,0,2,0,ordinary,ordinary
"30,995",1.9302900808,10,2,13,0,top_10_15,outstanding
"30,996",1.0986122887,0,0,3,0,top_5_10,outstanding
"31,000",0,0,0,0,2,ordinary,ordinary
"31,001",0.6931471806,0,1,2,0,ordinary,ordinary
"31,002",1.346023334,5,0,5,0,ordinary,ordinary
"31,003",0,1,0,1,0,ordinary,ordinary
"31,004",7.3767330637,25,6,43,7,top_5,outstanding
"31,007",10.1378477227,94,39,108,45,top_5,outstanding
"31,009",0,1,1,0,0,ordinary,ordinary
"31,010",0,0,0,2,2,ordinary,ordinary
"31,011",0.6931471806,2,0,1,0,ordinary,ordinary
"31,012",3.6611890211,15,5,16,3,top_5_10,outstanding
"31,013",4.8537373945,16,2,19,7,ordinary,ordinary
"31,014",0,1,1,1,0,ordinary,ordinary
"31,017",0,2,0,0,2,ordinary,ordinary
"31,018",0,0,0,1,1,ordinary,ordinary
"31,019",1.3321790402,3,0,5,0,top_10_15,outstanding
"31,020",6.6348718295,36,21,113,13,top_5,outstanding
"31,021",0.6931471806,0,0,2,0,top_5_10,outstanding
"31,022",0,2,2,0,0,ordinary,ordinary
"31,024",2.5976782393,21,1,13,1,top_5,outstanding
"31,025",0,2,0,2,0,ordinary,ordinary
"31,026",0,1,1,0,0,ordinary,ordinary
"31,029",0.6931471806,4,0,2,0,ordinary,ordinary
"31,030",0.6931471806,2,0,0,0,ordinary,ordinary
"31,031",1.2554823252,4,0,4,0,ordinary,ordinary
"31,034",1.5912697021,19,0,5,0,top_5,outstanding
"31,035",0,0,1,0,1,top_5_10,outstanding
"31,037",1.7187096983,5,0,8,3,top_10_15,outstanding
"31,038",0,2,0,0,2,ordinary,ordinary
"31,039",0.6931471806,1,0,2,0,ordinary,ordinary
"31,044",0.6931471806,2,0,0,0,ordinary,ordinary
"31,045",0,1,1,1,0,ordinary,ordinary
"31,046",8.3180644022,44,25,88,12,top_5,outstanding
"31,047",2.4282736375,1,3,6,0,top_5_10,outstanding
"31,048",0,0,0,3,0,ordinary,ordinary
"31,050",0,0,0,2,2,ordinary,ordinary
"31,052",2.0228085294,4,0,2,3,ordinary,ordinary
"31,053",0.6931471806,1,2,0,0,ordinary,ordinary
"31,054",0,1,0,0,0,ordinary,ordinary
"31,055",0,0,0,1,0,ordinary,ordinary
"31,056",0.6931471806,0,1,2,0,ordinary,ordinary
"31,058",1.6771086266,13,0,4,1,ordinary,ordinary
"31,061",0,0,0,3,0,ordinary,ordinary
"31,062",1.08219553,8,0,3,0,ordinary,ordinary
"31,064",0,0,0,0,1,ordinary,ordinary
"31,066",0.6931471806,1,0,2,0,ordinary,ordinary
"31,067",3.9462205646,7,1,6,10,top_10_15,outstanding
"31,070",0,1,0,0,0,ordinary,ordinary
"31,071",0.6365141683,2,6,4,0,top_10_15,outstanding
"31,072",0.6931471806,2,1,0,0,ordinary,ordinary
"31,073",0,0,0,4,0,ordinary,ordinary
"31,074",0,2,0,0,0,ordinary,ordinary
"31,075",0,0,0,1,0,ordinary,ordinary
"31,076",4.8447335882,11,1,10,8,top_5_10,outstanding
"31,078",0.6931471806,1,0,2,0,ordinary,ordinary
"31,079",0.6931471806,2,2,10,0,ordinary,ordinary
"31,080",0,1,0,0,1,ordinary,ordinary
"31,082",0,0,0,0,6,ordinary,ordinary
"31,085",0.6931471806,2,0,1,0,ordinary,ordinary
"31,087",0,0,0,1,1,top_5_10,outstanding
"31,088",1.2730283366,3,3,2,0,top_5_10,outstanding
"31,089",0,1,1,0,0,ordinary,ordinary
"31,090",0,0,2,0,0,ordinary,ordinary
"31,091",0.6108643021,0,1,10,1,top_5_10,outstanding
"31,092",0.6829081047,7,0,0,0,ordinary,ordinary
"31,094",0.6931471806,0,1,2,0,ordinary,ordinary
"31,095",0,1,1,1,0,ordinary,ordinary
"31,096",0.6931471806,2,0,0,0,ordinary,ordinary
"31,098",0,0,1,0,0,ordinary,ordinary
"31,099",0,0,1,0,0,ordinary,ordinary
"31,100",0,1,1,0,0,top_10_15,outstanding
"31,105",8.7987702782,60,24,54,8,top_5,outstanding
"31,107",1.0986122887,3,0,0,0,ordinary,ordinary
"31,108",0,1,0,0,0,ordinary,ordinary
"31,109",0,2,0,2,0,ordinary,ordinary
"31,110",0,0,0,1,0,ordinary,ordinary
"31,111",0.6931471806,2,1,1,0,top_5_10,outstanding
"31,113",0,2,2,0,4,top_10_15,outstanding
"31,116",0,0,0,1,0,ordinary,ordinary
"31,117",5.7462557117,17,3,15,3,top_5_10,outstanding
"31,120",0,0,4,4,0,top_10_15,outstanding
"31,121",5.4874942308,12,13,45,1,top_5,outstanding
"31,122",0,0,0,1,0,ordinary,ordinary
"31,125",0,0,0,2,0,ordinary,ordinary
"31,126",1.0397207708,2,2,4,1,ordinary,ordinary
"31,127",0.6931471806,0,4,8,0,ordinary,ordinary
"31,128",0,0,2,0,2,ordinary,ordinary
"31,129",0,0,0,1,1,ordinary,ordinary
"31,130",8.9736066973,140,45,117,28,top_5,outstanding
"31,131",0,0,1,0,0,ordinary,ordinary
"31,135",0,0,1,0,0,ordinary,ordinary
"31,136",0,0,0,3,0,ordinary,ordinary
"31,137",2.7502028521,8,10,20,0,ordinary,ordinary
"31,138",0.6931471806,0,0,2,0,ordinary,ordinary
"31,141",5.7480097856,42,27,48,6,top_5,outstanding
"31,142",0.6931471806,0,0,0,2,top_5_10,outstanding
"31,144",0.6931471806,2,1,0,0,ordinary,ordinary
"31,146",0,0,0,1,0,ordinary,ordinary
"31,148",0,0,0,1,0,ordinary,ordinary
"31,151",0.6931471806,0,0,2,0,ordinary,ordinary
"31,152",0,1,0,1,0,ordinary,ordinary
"31,153",0,0,1,1,0,ordinary,ordinary
"31,155",1.2353468116,4,0,5,0,top_10_15,outstanding
"31,156",0,0,0,2,0,ordinary,ordinary
"31,159",0,1,0,1,0,ordinary,ordinary
"31,160",0.6931471806,1,0,2,0,ordinary,ordinary
"31,161",5.7785433954,72,2,54,29,top_5,outstanding
"31,164",0,0,1,1,0,ordinary,ordinary
"31,165",0.6931471806,2,0,0,1,ordinary,ordinary
"31,166",0,0,0,1,0,ordinary,ordinary
"31,169",0.6931471806,2,0,1,0,ordinary,ordinary
"31,170",0.6365141683,1,0,3,1,top_10_15,outstanding
"31,172",0.6931471806,1,0,2,0,ordinary,ordinary
"31,174",0.6365141683,3,0,3,0,ordinary,ordinary
"31,175",0.6931471806,2,0,1,0,top_10_15,outstanding
"31,176",0,0,0,2,0,ordinary,ordinary
"31,178",4.7867838416,10,26,61,17,top_5,outstanding
"31,179",7.6309097911,18,11,20,7,top_5,outstanding
"31,183",4.9018870201,8,4,4,5,top_5_10,outstanding
"31,185",0,2,0,0,0,ordinary,ordinary
"31,186",3.005896288,4,4,9,0,top_5_10,outstanding
"31,187",0,0,1,0,1,top_10_15,outstanding
"31,188",0,0,4,0,0,ordinary,ordinary
"31,191",0,0,1,0,0,ordinary,ordinary
"31,192",1.3862943611,1,2,2,0,ordinary,ordinary
"31,194",0,2,2,0,0,ordinary,ordinary
"31,195",0.6931471806,0,0,4,0,ordinary,ordinary
"31,196",0.6931471806,10,0,5,0,ordinary,ordinary
"31,197",2.8240264323,15,1,6,0,top_5,outstanding
"31,199",1.0986122887,0,0,3,0,ordinary,ordinary
"31,207",0.9368883075,1,0,9,0,top_5_10,outstanding
"31,208",0,0,0,5,0,top_10_15,outstanding
"31,209",0,0,1,1,1,ordinary,ordinary
"31,210",0,4,0,5,0,ordinary,ordinary
"31,211",1.0986122887,0,0,3,0,ordinary,ordinary
"31,213",11.3006823101,276,112,334,64,top_5,outstanding
"31,216",0.6931471806,4,0,2,0,ordinary,ordinary
"31,217",0,1,0,1,0,top_10_15,outstanding
"31,218",0.6931471806,1,0,2,0,ordinary,ordinary
"31,220",0.6931471806,2,0,1,0,ordinary,ordinary
"31,221",3.1432865356,18,0,38,11,top_5_10,outstanding
"31,223",0,2,2,0,0,top_5_10,outstanding
"31,225",0,0,0,2,0,ordinary,ordinary
"31,226",2.6244074022,18,0,5,4,top_10_15,outstanding
"31,228",0,0,0,3,0,ordinary,ordinary
"31,230",7.9094359358,103,29,103,8,top_5,outstanding
"31,232",0.6931471806,1,2,0,0,ordinary,ordinary
"31,233",2.3693821197,3,2,4,0,ordinary,ordinary
"31,234",0,3,0,0,0,ordinary,ordinary
"31,235",1.0986122887,0,0,3,0,ordinary,ordinary
"31,236",0,0,0,0,1,ordinary,ordinary
"31,237",0,1,0,1,0,ordinary,ordinary
"31,238",8.1495739811,44,15,69,19,top_5,outstanding
"31,240",0,1,1,1,0,ordinary,ordinary
"31,243",0,0,0,2,0,ordinary,ordinary
"31,245",1.2424533249,6,0,1,0,ordinary,ordinary
"31,246",0.6931471806,0,0,2,0,ordinary,ordinary
"31,247",1.0397207708,0,1,4,0,ordinary,ordinary
"31,249",0.6931471806,1,0,2,0,ordinary,ordinary
"31,250",0.6931471806,2,1,1,0,ordinary,ordinary
"31,252",3.6884165624,12,16,14,1,top_5_10,outstanding
"31,253",0,0,0,1,1,ordinary,ordinary
"31,254",0.6931471806,1,0,2,0,ordinary,ordinary
"31,255",1.3296613489,2,1,6,2,ordinary,ordinary
"31,256",0,2,0,0,0,ordinary,ordinary
"31,257",0,1,1,0,0,ordinary,ordinary
"31,258",0,0,1,1,0,ordinary,ordinary
"31,261",1.3862943611,2,2,1,1,ordinary,ordinary
"31,262",0.6931471806,0,1,2,0,ordinary,ordinary
"31,263",0.6931471806,0,0,4,0,ordinary,ordinary
"31,264",0.6931471806,0,0,2,0,ordinary,ordinary
"31,265",0.6931471806,0,2,4,0,ordinary,ordinary
"31,266",1.1082153552,24,0,6,3,ordinary,ordinary
"31,267",0.6931471806,2,0,0,1,ordinary,ordinary
"31,269",1.0986122887,3,0,0,0,ordinary,ordinary
"31,272",5.6823252391,36,21,29,6,top_5,outstanding
"31,273",7.0502090861,42,8,30,8,top_5,outstanding
"31,274",0,1,1,1,0,ordinary,ordinary
"31,275",0,0,0,3,0,ordinary,ordinary
"31,276",0.6931471806,1,2,0,0,ordinary,ordinary
"31,277",0,0,1,0,1,ordinary,ordinary
"31,278",0.6931471806,0,0,4,0,ordinary,ordinary
"31,279",0,1,0,1,1,ordinary,ordinary
"31,282",0.6931471806,0,2,1,1,ordinary,ordinary
"31,283",1.0114042647,2,6,0,0,ordinary,ordinary
"31,285",6.6944965285,22,8,29,3,top_5,outstanding
"31,286",1.1822230016,15,0,3,0,ordinary,ordinary
"31,287",0.6931471806,0,0,4,0,ordinary,ordinary
"31,288",0,1,1,0,0,ordinary,ordinary
"31,289",0.6931471806,2,0,1,0,ordinary,ordinary
"31,290",0,3,3,0,3,ordinary,ordinary
"31,294",0.8486855577,0,2,9,3,top_10_15,outstanding
"31,295",0,1,0,1,0,top_10_15,outstanding
"31,297",0,2,0,2,2,ordinary,ordinary
"31,298",0.5623351446,4,0,0,0,ordinary,ordinary
"31,300",0,1,0,1,1,ordinary,ordinary
"31,303",2.1776044965,7,0,3,1,top_10_15,outstanding
"31,304",0.6931471806,4,0,0,0,ordinary,ordinary
"31,307",0,1,0,0,1,ordinary,ordinary
"31,308",0.6931471806,6,3,0,0,ordinary,ordinary
"31,309",2.0206598839,1,5,21,0,top_5_10,outstanding
"31,310",3.1780538303,4,1,3,2,ordinary,ordinary
"31,311",5.3868126704,13,6,13,6,top_5,outstanding
"31,312",0.6931471806,1,0,2,0,ordinary,ordinary
"31,315",0.6931471806,4,0,0,0,ordinary,ordinary
"31,317",10.78853647,186,55,282,67,top_5,outstanding
"31,318",0,2,0,2,0,ordinary,ordinary
"31,319",0,0,0,1,1,ordinary,ordinary
"31,323",0.6931471806,0,1,2,0,ordinary,ordinary
"31,327",0,1,0,1,1,ordinary,ordinary
"31,328",0,1,0,0,0,ordinary,ordinary
"31,330",0.6931471806,0,2,4,0,top_10_15,outstanding
"31,333",2.5411844491,22,1,19,1,top_10_15,outstanding
"31,335",0,3,0,3,0,ordinary,ordinary
"31,336",0.6365141683,0,2,3,2,ordinary,ordinary
"31,337",0,1,0,1,1,ordinary,ordinary
"31,341",4.0002223288,7,2,7,3,top_10_15,outstanding
"31,342",1.3840704899,8,15,0,2,top_10_15,outstanding
"31,344",0,1,1,0,0,ordinary,ordinary
"31,346",1.3296613489,0,2,3,1,ordinary,ordinary
"31,350",4.9997037317,3,2,8,7,top_10_15,outstanding
"31,352",0,0,2,2,0,ordinary,ordinary
"31,356",0,1,0,1,1,top_10_15,outstanding
"31,358",0.6931471806,1,2,2,0,ordinary,ordinary
"31,360",0,0,0,2,2,ordinary,ordinary
"31,361",0,0,0,1,0,ordinary,ordinary
"31,362",1.6909304585,11,16,0,2,top_5_10,outstanding
"31,366",0,0,0,1,1,ordinary,ordinary
"31,367",0,6,0,0,6,ordinary,ordinary
"31,368",0.6931471806,0,4,0,0,ordinary,ordinary
"31,369",0,0,1,1,1,ordinary,ordinary
"31,371",0,0,0,1,1,ordinary,ordinary
"31,374",0.6931471806,2,2,1,0,top_10_15,outstanding
"31,376",0.6931471806,2,0,1,0,ordinary,ordinary
"31,379",0,0,0,3,3,ordinary,ordinary
"31,383",1.0397207708,12,1,2,0,ordinary,ordinary
"31,384",0,0,1,0,0,ordinary,ordinary
"31,385",1.5498260459,7,0,1,0,top_10_15,outstanding
"31,388",0.6931471806,4,0,0,0,ordinary,ordinary
"31,391",0,2,0,0,1,top_10_15,outstanding
"31,392",0,3,0,3,3,ordinary,ordinary
"31,395",0,2,0,0,2,ordinary,ordinary
"31,399",1.0986122887,0,0,3,0,ordinary,ordinary
"31,400",0,1,0,0,1,ordinary,ordinary
"31,401",1.9842136551,14,1,7,2,top_5_10,outstanding
"31,403",0,1,1,0,0,ordinary,ordinary
"31,404",0.6931471806,0,2,0,1,ordinary,ordinary
"31,407",0,0,0,1,1,ordinary,ordinary
"31,408",0.6931471806,2,0,1,0,ordinary,ordinary
"31,410",0,1,1,0,1,ordinary,ordinary
"31,412",0.6931471806,3,0,0,6,ordinary,ordinary
"31,413",4.9652583198,6,18,26,2,top_5_10,outstanding
"31,417",8.5708544287,89,83,95,30,top_5,outstanding
"31,421",1.9426262406,3,18,7,0,ordinary,ordinary
"31,423",3.0459101351,9,0,9,1,top_5_10,outstanding
"31,424",0.6931471806,2,1,0,1,top_5_10,outstanding
"31,425",1.6094379124,5,1,0,1,ordinary,ordinary
"31,430",1.3095258353,5,0,3,0,top_5_10,outstanding
"31,431",0.5623351446,4,0,1,1,ordinary,ordinary
"31,432",0,0,0,1,0,ordinary,ordinary
"31,433",1.0986122887,0,0,6,0,ordinary,ordinary
"31,434",0.6931471806,0,0,2,0,ordinary,ordinary
"31,436",1.8047884695,4,0,1,6,top_5,outstanding
"31,437",1.346023334,5,5,2,0,ordinary,ordinary
"31,438",0,1,0,1,0,ordinary,ordinary
"31,440",0.6931471806,1,0,2,0,ordinary,ordinary
"31,441",0.6931471806,4,0,0,0,ordinary,ordinary
"31,443",0.6931471806,2,0,0,0,ordinary,ordinary
"31,444",1.0114042647,6,0,0,0,ordinary,ordinary
"31,447",0,1,1,1,0,ordinary,ordinary
"31,448",0,1,0,1,1,ordinary,ordinary
"31,449",0,0,2,2,0,ordinary,ordinary
"31,451",1.9686932085,0,3,5,1,top_10_15,outstanding
"31,452",0,6,1,0,0,ordinary,ordinary
"31,453",1.0986122887,0,0,3,0,ordinary,ordinary
"31,456",1.735126457,3,1,3,0,top_10_15,outstanding
"31,457",4.0204071093,18,1,37,2,top_5,outstanding
"31,458",0.6931471806,0,10,0,0,top_10_15,outstanding
"31,460",1.6434177198,12,0,10,2,ordinary,ordinary
"31,462",0,1,0,1,1,ordinary,ordinary
"31,464",0,0,0,0,1,ordinary,ordinary
"31,466",2.7900466249,5,3,3,0,ordinary,ordinary
"31,467",0,1,0,0,0,ordinary,ordinary
"31,469",4.6713944337,39,6,15,5,top_5,outstanding
"31,471",1.0775563271,0,2,12,0,top_10_15,outstanding
"31,472",1.3296613489,0,2,3,2,top_5_10,outstanding
"31,474",0.6931471806,2,0,1,0,ordinary,ordinary
"31,475",0.6931471806,0,0,4,0,ordinary,ordinary
"31,476",0,0,0,2,2,ordinary,ordinary
"31,479",0.6931471806,0,2,0,1,ordinary,ordinary
"31,481",0,0,0,0,1,ordinary,ordinary
"31,483",0.6931471806,3,0,6,0,ordinary,ordinary
"31,486",0,3,1,2,1,ordinary,ordinary
"31,487",1.3862943611,2,1,2,0,ordinary,ordinary
"31,489",0,2,0,2,0,ordinary,ordinary
