"id_user" ;"diff_min" ;"class" ;"class2"
36,723 ;30.7831166667 ;top_5 ;outstanding
37,295 ;6.3031166667 ;top_5 ;outstanding
33,839 ;3,767.7223833333 ;top_5 ;outstanding
30,442 ;7.30395 ;top_5 ;outstanding
29,376 ;5,510.14755 ;top_5 ;outstanding
30,687 ;689,105.4236666667 ;top_5 ;outstanding
55,184 ;83.1127666667 ;top_5 ;outstanding
31,457 ;40.69505 ;top_5 ;outstanding
32,240 ;28,831.9047833333 ;top_5 ;outstanding
41,091 ;9.0463833333 ;top_5 ;outstanding
38,055 ;14.3978833333 ;top_5 ;outstanding
31,197 ;2,996.6043333333 ;top_5 ;outstanding
